x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label,hand,sample_id
0.2442813664674759,0.5322979688644409,-2.807765895340708e-07,0.3232842683792114,0.5525772571563721,-0.0322522409260273,0.38720595836639404,0.5536947250366211,-0.06029623746871948,0.42502912878990173,0.5458979606628418,-0.08728228509426117,0.42553311586380005,0.5335591435432434,-0.10947751998901367,0.4192808270454407,0.35082632303237915,-0.03984847292304039,0.42952853441238403,0.43898358941078186,-0.08369772136211395,0.40091729164123535,0.49186408519744873,-0.11109884828329086,0.387109637260437,0.4839252829551697,-0.12882094085216522,0.3665701746940613,0.31605473160743713,-0.04614093899726868,0.3741910457611084,0.44161438941955566,-0.0840659812092781,0.3476012945175171,0.49838417768478394,-0.09580563008785248,0.33824074268341064,0.47963663935661316,-0.10296730697154999,0.30780234932899475,0.3161050081253052,-0.057504020631313324,0.3170565366744995,0.44699621200561523,-0.08977589011192322,0.30108892917633057,0.4906810224056244,-0.08825337141752243,0.29387524724006653,0.463563472032547,-0.0861295834183693,0.2516636848449707,0.3373655676841736,-0.0730588510632515,0.25841671228408813,0.4475115239620209,-0.09345083683729172,0.2552780210971832,0.4828850328922272,-0.09415201097726822,0.25435537099838257,0.46170833706855774,-0.09267762303352356,fist,Right,fist_001
0.1668320894241333,0.5970807671546936,-2.7764588139689295e-07,0.241554856300354,0.6230317950248718,-0.004529472440481186,0.3187810182571411,0.6249911785125732,-0.015560248866677284,0.3710074722766876,0.6139247417449951,-0.028034092858433723,0.3536829352378845,0.5894474983215332,-0.039268847554922104,0.3430921137332916,0.4678581655025482,-0.016526654362678528,0.35099416971206665,0.4599747061729431,-0.0364094153046608,0.3289460837841034,0.5067113041877747,-0.052668169140815735,0.319217324256897,0.5332078337669373,-0.06299043446779251,0.29772937297821045,0.43515563011169434,-0.026281846687197685,0.3033601641654968,0.4491671025753021,-0.03585533797740936,0.2853355407714844,0.4901655614376068,-0.03997199609875679,0.2741994559764862,0.5105617642402649,-0.0454319529235363,0.24809102714061737,0.4210864305496216,-0.036636367440223694,0.25801903009414673,0.4468589723110199,-0.043095484375953674,0.24528922140598297,0.4793248772621155,-0.03649687021970749,0.23484879732131958,0.4954596161842346,-0.03413059562444687,0.203122079372406,0.4195406436920166,-0.04838154464960098,0.21771475672721863,0.4473901689052582,-0.045534804463386536,0.2048341929912567,0.47792625427246094,-0.03395494073629379,0.1944948434829712,0.4928828477859497,-0.026478417217731476,fist,Right,fist_002
0.09359610825777054,0.6682870388031006,-2.2469166083283199e-07,0.15970611572265625,0.683661699295044,-0.034545689821243286,0.21580252051353455,0.6881583333015442,-0.06271202862262726,0.24720776081085205,0.6903871893882751,-0.08835593611001968,0.25358060002326965,0.6693311929702759,-0.11093341559171677,0.23526084423065186,0.4908904433250427,-0.04911935701966286,0.225721538066864,0.6090407371520996,-0.09052275866270065,0.21730594336986542,0.6432511806488037,-0.12307528406381607,0.21949848532676697,0.6289790272712708,-0.14565379917621613,0.17645898461341858,0.46821966767311096,-0.05165063962340355,0.16973118484020233,0.6163477301597595,-0.07895993441343307,0.1690787672996521,0.642867922782898,-0.0925951823592186,0.17213034629821777,0.6221693754196167,-0.10678542405366898,0.1179342120885849,0.4772213399410248,-0.05835111439228058,0.11602193117141724,0.6203034520149231,-0.08063492178916931,0.11772003769874573,0.6373569369316101,-0.07994838804006577,0.12015931308269501,0.6070181131362915,-0.08240030705928802,0.06625408679246902,0.5042556524276733,-0.0701015293598175,0.06662460416555405,0.61439448595047,-0.08737068623304367,0.0726274847984314,0.6314830780029297,-0.08933516591787338,0.07684175670146942,0.6058648228645325,-0.09063994884490967,fist,Right,fist_003
0.21644388139247894,0.795799970626831,-2.608449563012982e-07,0.28964701294898987,0.8379992842674255,-0.019175643101334572,0.3594634532928467,0.8521341681480408,-0.03673863038420677,0.40169888734817505,0.8541179299354553,-0.05376118794083595,0.41121381521224976,0.8300344347953796,-0.06905072927474976,0.3866000771522522,0.6725335717201233,-0.02876884862780571,0.38509613275527954,0.7609841823577881,-0.06164633110165596,0.36094194650650024,0.8025943636894226,-0.0885343924164772,0.3478447198867798,0.7982117533683777,-0.10588840395212173,0.33950772881507874,0.6374633312225342,-0.03382499888539314,0.3359580934047699,0.7461373209953308,-0.05427277088165283,0.31735941767692566,0.7851470708847046,-0.0663628950715065,0.30674320459365845,0.7799614667892456,-0.07794240117073059,0.2883438169956207,0.6278281211853027,-0.041530147194862366,0.28884458541870117,0.7335302829742432,-0.06106291711330414,0.2769806981086731,0.7684491872787476,-0.06248171254992485,0.266933411359787,0.7641947269439697,-0.06435280293226242,0.24081528186798096,0.634589433670044,-0.05167301371693611,0.24764403700828552,0.7241032123565674,-0.06277686357498169,0.24106785655021667,0.7582994699478149,-0.06055981293320656,0.23571133613586426,0.7589883804321289,-0.05841846019029617,fist,Right,fist_004
0.317630797624588,0.7502772212028503,-1.2603831578417157e-07,0.3814745247364044,0.8085442185401917,-0.006607207469642162,0.4486539363861084,0.8212153315544128,-0.013489059172570705,0.5002048015594482,0.8112292289733887,-0.020101461559534073,0.5226117372512817,0.7959372997283936,-0.026756130158901215,0.5046476721763611,0.701980471611023,-0.014282490126788616,0.500184953212738,0.6557531356811523,-0.028609100729227066,0.47878336906433105,0.6776427626609802,-0.04321995750069618,0.4687351882457733,0.7097790837287903,-0.05270460993051529,0.46931156516075134,0.6530249714851379,-0.017264021560549736,0.45762965083122253,0.632335901260376,-0.02363079972565174,0.4387720823287964,0.6554867625236511,-0.030984334647655487,0.4277307093143463,0.68352210521698,-0.03840358927845955,0.42488938570022583,0.6202165484428406,-0.020225899294018745,0.4164314270019531,0.6213176846504211,-0.029185675084590912,0.404509037733078,0.6406926512718201,-0.03163963183760643,0.3934989869594574,0.6668292284011841,-0.0339411124587059,0.3825600743293762,0.6009261608123779,-0.02357226237654686,0.38045039772987366,0.6154309511184692,-0.030933832749724388,0.3650780916213989,0.6390484571456909,-0.028828728944063187,0.35372304916381836,0.6642687916755676,-0.025154177099466324,fist,Left,fist_005
0.48024338483810425,0.7868068218231201,-7.081919761731115e-08,0.5519005656242371,0.839179515838623,-0.0015229707350954413,0.629371702671051,0.8421599268913269,-0.009848321788012981,0.6640921831130981,0.808844804763794,-0.017354128882288933,0.6467750668525696,0.770953893661499,-0.02704346738755703,0.6720290184020996,0.7793357372283936,-0.02711261622607708,0.6606658101081848,0.706200897693634,-0.04042620584368706,0.6386406421661377,0.7272918820381165,-0.05377936735749245,0.6287781000137329,0.7617282867431641,-0.06413211673498154,0.6305398344993591,0.7348028421401978,-0.03350052237510681,0.6262325048446655,0.6744071841239929,-0.0433042012155056,0.6089708209037781,0.6959421634674072,-0.0483064241707325,0.594135046005249,0.7328848838806152,-0.05449347198009491,0.5804967284202576,0.6996954679489136,-0.037525076419115067,0.5875503420829773,0.6572525501251221,-0.04846940562129021,0.5726329684257507,0.6777039170265198,-0.04404227063059807,0.5593054890632629,0.7138597369194031,-0.04174115136265755,0.5338013768196106,0.6757766604423523,-0.04067530483007431,0.5450172424316406,0.656893789768219,-0.04863862320780754,0.5300223231315613,0.6775981783866882,-0.04071548208594322,0.5210117697715759,0.7046045660972595,-0.03377817943692207,fist,Left,fist_006
0.5105940699577332,0.7247399687767029,-2.897128013046313e-07,0.595212996006012,0.7591778635978699,-0.015162326395511627,0.6730256080627441,0.7606270909309387,-0.030406173318624496,0.7227751612663269,0.7568830251693726,-0.04623916372656822,0.7274778485298157,0.7386350631713867,-0.05748612433671951,0.7018277049064636,0.5794259905815125,-0.016429118812084198,0.7349357008934021,0.6908917427062988,-0.048941195011138916,0.6941554546356201,0.7220878005027771,-0.07166749984025955,0.6799814701080322,0.7017630934715271,-0.08877527713775635,0.6655129194259644,0.5534769296646118,-0.0267044585198164,0.6972540616989136,0.6928268671035767,-0.05580561235547066,0.6592196226119995,0.7214837074279785,-0.06519491225481033,0.6478803157806396,0.6982635855674744,-0.07272553443908691,0.621150553226471,0.5546525120735168,-0.040729038417339325,0.6508313417434692,0.6923731565475464,-0.06704016029834747,0.6185134649276733,0.7196412682533264,-0.06439036130905151,0.6047566533088684,0.6963340044021606,-0.06298929452896118,0.5789764523506165,0.5768234729766846,-0.05741627514362335,0.5976522564888,0.6923671960830688,-0.07499757409095764,0.574255645275116,0.7193898558616638,-0.07531807571649551,0.5609202980995178,0.7009750008583069,-0.07510944455862045,fist,Right,fist_007
0.4569105803966522,0.5282288193702698,-2.7063634888691013e-07,0.531857430934906,0.5467949509620667,-0.023234667256474495,0.6031104326248169,0.5294463038444519,-0.04055985435843468,0.6467843055725098,0.4998766779899597,-0.05605095624923706,0.6446523666381836,0.46337661147117615,-0.06697972118854523,0.612980842590332,0.3369219899177551,-0.023678356781601906,0.6481562852859497,0.40905386209487915,-0.05276867747306824,0.617057204246521,0.4542473256587982,-0.07233083248138428,0.596662163734436,0.4434203505516052,-0.08573812246322632,0.573444128036499,0.3100947141647339,-0.027518857270479202,0.607291579246521,0.40349963307380676,-0.0507572740316391,0.580322265625,0.4494554400444031,-0.058085847645998,0.5648375153541565,0.4355700612068176,-0.06406673043966293,0.5290045142173767,0.3114399015903473,-0.03518057242035866,0.5605775117874146,0.41086190938949585,-0.057128388434648514,0.541431188583374,0.4511185586452484,-0.054572831839323044,0.5254529118537903,0.4354780316352844,-0.05315222218632698,0.48578235507011414,0.3323051333427429,-0.04567825794219971,0.5127360820770264,0.4201931655406952,-0.05905139818787575,0.49960145354270935,0.452152818441391,-0.0568673349916935,0.4833986163139343,0.4391244053840637,-0.054757166653871536,fist,Right,fist_008
0.4070708155632019,0.4144964814186096,-2.505529721474886e-07,0.4735097289085388,0.4230290353298187,-0.02672741189599037,0.5410019755363464,0.4095332622528076,-0.04624450206756592,0.5782525539398193,0.377480685710907,-0.0639466866850853,0.5733533501625061,0.3384409546852112,-0.07687461376190186,0.5441482067108154,0.2310703694820404,-0.026599831879138947,0.5683068037033081,0.26716509461402893,-0.059824779629707336,0.5502206087112427,0.3172876834869385,-0.07876159250736237,0.535979151725769,0.32469838857650757,-0.08913373947143555,0.49972254037857056,0.19981276988983154,-0.029842795804142952,0.5193050503730774,0.2650872766971588,-0.05765499174594879,0.5012436509132385,0.326993852853775,-0.06530362367630005,0.49162647128105164,0.32451656460762024,-0.06819998472929001,0.45096492767333984,0.20032067596912384,-0.037495892494916916,0.47072291374206543,0.27652597427368164,-0.06407500058412552,0.46113935112953186,0.33000364899635315,-0.059344805777072906,0.4538841247558594,0.3244893550872803,-0.05371744558215141,0.40559786558151245,0.22000843286514282,-0.04818318784236908,0.42455223202705383,0.2896539270877838,-0.06352603435516357,0.42104583978652954,0.33309730887413025,-0.05865224450826645,0.41499513387680054,0.33038264513015747,-0.05239381268620491,fist,Right,fist_009
0.30344682931900024,0.35933956503868103,-2.105704766108829e-07,0.37091878056526184,0.3615444302558899,-0.037626106292009354,0.44580602645874023,0.3274220824241638,-0.057444583624601364,0.4653916358947754,0.27047455310821533,-0.07213472574949265,0.42301857471466064,0.24951137602329254,-0.08078847825527191,0.42188525199890137,0.1565089225769043,-0.03454577177762985,0.42479240894317627,0.17262642085552216,-0.07065466046333313,0.4104602336883545,0.2456546425819397,-0.08932628482580185,0.40611544251441956,0.26136988401412964,-0.09872453659772873,0.37334325909614563,0.1291963756084442,-0.03143773600459099,0.370072603225708,0.17186737060546875,-0.06283871829509735,0.36434242129325867,0.2484077364206314,-0.0680026039481163,0.36520418524742126,0.25368693470954895,-0.06729970872402191,0.32378366589546204,0.13031700253486633,-0.03402518108487129,0.32158830761909485,0.18948519229888916,-0.06259838491678238,0.3244326710700989,0.2551388442516327,-0.05492875725030899,0.3282509446144104,0.25610941648483276,-0.04620109125971794,0.2780826687812805,0.14544513821601868,-0.040586717426776886,0.2794792950153351,0.20371216535568237,-0.054846424609422684,0.28564873337745667,0.2575371563434601,-0.048419710248708725,0.29122811555862427,0.2626212239265442,-0.04085457697510719,fist,Right,fist_010
