x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.7560219168663025,0.6329354047775269,-2.4530416453671933e-07,0.8044992089271545,0.6560705304145813,-0.003629320999607444,0.8480067253112793,0.6464875936508179,-0.010767558589577675,0.8793078660964966,0.6360507011413574,-0.019373850896954536,0.9043073654174805,0.6231815218925476,-0.025277577340602875,0.8677127361297607,0.5135902166366577,-0.0021886753384023905,0.9088606834411621,0.5681192278862,-0.019685855135321617,0.8841164112091064,0.6052668690681458,-0.032997675240039825,0.8601366281509399,0.6052190661430359,-0.041535452008247375,0.8568356037139893,0.5013093948364258,-0.009572327136993408,0.9003646969795227,0.5693883895874023,-0.02223813906311989,0.8761677742004395,0.6069440245628357,-0.025876987725496292,0.8554083108901978,0.605850100517273,-0.028118420392274857,0.84228515625,0.5038439631462097,-0.01866694912314415,0.8834063410758972,0.5728811025619507,-0.03086790442466736,0.8614025115966797,0.6074486374855042,-0.024692488834261894,0.8400309085845947,0.6059622764587402,-0.019801942631602287,0.8237684369087219,0.5177626609802246,-0.028697757050395012,0.8560203313827515,0.5726610422134399,-0.03478102758526802,0.841599702835083,0.6034053564071655,-0.027370871976017952,0.825035572052002,0.6066843867301941,-0.02093813754618168,FIST_L
0.7669087052345276,0.7617058753967285,-2.789331290387054e-07,0.8268657922744751,0.7983550429344177,-0.001840770710259676,0.8821055889129639,0.7944677472114563,-0.010637970641255379,0.921431839466095,0.7899384498596191,-0.022583678364753723,0.9528127312660217,0.797394335269928,-0.03147336095571518,0.9260457754135132,0.6544802784919739,-0.004823664203286171,0.9702930450439453,0.7444725036621094,-0.026913244277238846,0.9356227517127991,0.7712917923927307,-0.04304876923561096,0.9117774367332458,0.759128749370575,-0.05432412028312683,0.9077774286270142,0.6453895568847656,-0.01695680432021618,0.9522468447685242,0.7538719773292542,-0.03464120626449585,0.9202698469161987,0.778701663017273,-0.03993189334869385,0.8990679979324341,0.7671891450881958,-0.04387914761900902,0.8840755820274353,0.6564692258834839,-0.030882464721798897,0.922160804271698,0.7655503153800964,-0.045732516795396805,0.8945851922035217,0.7895352840423584,-0.039574988186359406,0.8734477162361145,0.7779344320297241,-0.03574548289179802,0.856451690196991,0.6806180477142334,-0.045981716364622116,0.886942446231842,0.7710388898849487,-0.05282449349761009,0.8655341863632202,0.7953643798828125,-0.04551466554403305,0.8474318385124207,0.790440022945404,-0.04000606760382652,FIST_L
0.7765525579452515,0.7992913126945496,-2.5388379754076595e-07,0.849280059337616,0.834955632686615,0.0003874159592669457,0.9100209474563599,0.8298189640045166,-0.006453199312090874,0.9520204067230225,0.828532338142395,-0.017590325325727463,0.9845739006996155,0.8445932269096375,-0.026089048013091087,0.9513866305351257,0.6868917346000671,0.0018234363524243236,0.9862313866615295,0.7783973813056946,-0.019842786714434624,0.9534209966659546,0.806408703327179,-0.03668227419257164,0.9321706295013428,0.7969496846199036,-0.04846561700105667,0.9278862476348877,0.6729119420051575,-0.010775599628686905,0.9608047604560852,0.78526371717453,-0.030669737607240677,0.9293286204338074,0.8123326301574707,-0.0382513552904129,0.909091591835022,0.8042426109313965,-0.04260833188891411,0.899025022983551,0.6788459420204163,-0.025374624878168106,0.9247593879699707,0.7954381108283997,-0.043094370514154434,0.89598548412323,0.8209987878799438,-0.03975344076752663,0.8759266138076782,0.8129584789276123,-0.03607454523444176,0.8672891855239868,0.6989316344261169,-0.04108370840549469,0.8912996649742126,0.7914735078811646,-0.05142238736152649,0.8718886971473694,0.8187921643257141,-0.047147903591394424,0.856843888759613,0.818415105342865,-0.04233193024992943,FIST_L
0.7738937139511108,0.807712197303772,-1.9900433301245357e-07,0.8450033664703369,0.842868983745575,-0.002921167528256774,0.9087786078453064,0.8408108353614807,-0.012570101767778397,0.9532222151756287,0.8419815301895142,-0.025558067485690117,0.9886950850486755,0.8594551682472229,-0.03572564944624901,0.9547827243804932,0.6979883313179016,-0.004550854209810495,0.992669939994812,0.7842539548873901,-0.030465755611658096,0.9639514088630676,0.8222918510437012,-0.04837517440319061,0.9404702186584473,0.8225399255752563,-0.05924169719219208,0.9287810325622559,0.6830700635910034,-0.016309041529893875,0.964786171913147,0.7953416705131531,-0.03730533644556999,0.9339582324028015,0.8336697220802307,-0.043092258274555206,0.9139381647109985,0.828998327255249,-0.046148329973220825,0.8958533406257629,0.6886633634567261,-0.030517295002937317,0.9237269759178162,0.8126540184020996,-0.05004318058490753,0.8949834108352661,0.8434159755706787,-0.04404201731085777,0.8747323155403137,0.8339390754699707,-0.038075245916843414,0.8589395880699158,0.7075695991516113,-0.04586661234498024,0.8844913840293884,0.8062325119972229,-0.055326517671346664,0.864479660987854,0.8339350819587708,-0.047453418374061584,0.8487995862960815,0.8286256194114685,-0.03996967151761055,FIST_L
0.7879005670547485,0.7965888977050781,-3.2826025631038647e-07,0.8481869697570801,0.8363660573959351,-0.0017693389672785997,0.9154147505760193,0.8368039131164551,-0.012349667958915234,0.9668838977813721,0.8466957807540894,-0.02564932405948639,1.0059373378753662,0.8671829104423523,-0.0365903303027153,0.9625891447067261,0.6967954039573669,-0.010048157535493374,0.9933251142501831,0.8074803352355957,-0.036123618483543396,0.951921820640564,0.8304277658462524,-0.05642231926321983,0.9250833988189697,0.8104027509689331,-0.07139886915683746,0.9417544603347778,0.6858583688735962,-0.023141972720623016,0.9697861075401306,0.8143643736839294,-0.043858788907527924,0.9314073324203491,0.8335346579551697,-0.05049304664134979,0.9099254608154297,0.812315821647644,-0.056942738592624664,0.9134168028831482,0.6962356567382812,-0.037930116057395935,0.9395351409912109,0.820819616317749,-0.05553838983178139,0.9068998098373413,0.8406362533569336,-0.0475754514336586,0.8862043023109436,0.8212023377418518,-0.043556105345487595,0.8807724714279175,0.7183569073677063,-0.053795717656612396,0.9042372107505798,0.8164700269699097,-0.06206374615430832,0.8787575960159302,0.8368098735809326,-0.053057823330163956,0.8609879016876221,0.8241245746612549,-0.047169022262096405,FIST_L
0.6686293482780457,0.8034347891807556,-1.2395483395266638e-07,0.7427447438240051,0.8418281674385071,-0.009134168736636639,0.8076016902923584,0.84882652759552,-0.021333105862140656,0.848251223564148,0.8558168411254883,-0.03578765690326691,0.8785290718078613,0.87525475025177,-0.04969792813062668,0.8494315147399902,0.6959154605865479,-0.014988519251346588,0.8769589066505432,0.7990241050720215,-0.03950417786836624,0.8553226590156555,0.818655252456665,-0.06236151605844498,0.8416880369186401,0.8049966096878052,-0.08123690634965897,0.8098199367523193,0.6775762438774109,-0.026501452550292015,0.836793065071106,0.7954267263412476,-0.044644542038440704,0.8168061375617981,0.8106735348701477,-0.05693242698907852,0.8035274744033813,0.7935813665390015,-0.07070419937372208,0.7623451948165894,0.681130051612854,-0.0400482676923275,0.7829059362411499,0.7923063039779663,-0.05727601796388626,0.7649145126342773,0.8072739839553833,-0.057202763855457306,0.7498916387557983,0.7918026447296143,-0.060494791716337204,0.7127504348754883,0.6983055472373962,-0.05554942414164543,0.7294242978096008,0.7875244617462158,-0.06653612107038498,0.7213062047958374,0.8057068586349487,-0.06347552686929703,0.7115072011947632,0.7968871593475342,-0.06298153102397919,FIST_L
0.6532517075538635,0.7997932434082031,-1.5324151547702058e-07,0.7276322245597839,0.839728057384491,-0.015369458124041557,0.7882906198501587,0.846437394618988,-0.03370783478021622,0.8263180255889893,0.8527922034263611,-0.053204454481601715,0.8566589951515198,0.8737408518791199,-0.06950541585683823,0.8365094065666199,0.6730376482009888,-0.02652103826403618,0.8791621327400208,0.7850524187088013,-0.062148112803697586,0.84413081407547,0.8211130499839783,-0.08535663038492203,0.8228481411933899,0.8055351376533508,-0.1014699935913086,0.7957693338394165,0.652420163154602,-0.03782012686133385,0.8340438604354858,0.7883782386779785,-0.06747742742300034,0.7979202270507812,0.8161299228668213,-0.0761830136179924,0.7819066643714905,0.7905804514884949,-0.08379708230495453,0.7469796538352966,0.6597267389297485,-0.052229542285203934,0.7788696885108948,0.7920843362808228,-0.07772763818502426,0.7496635317802429,0.8125361800193787,-0.07209330052137375,0.7340673804283142,0.7867421507835388,-0.06897690147161484,0.6970134377479553,0.6842228770256042,-0.06903402507305145,0.7221713066101074,0.7880533933639526,-0.08336394280195236,0.7047423720359802,0.8026382327079773,-0.07807838916778564,0.6926314234733582,0.7787894010543823,-0.07427127659320831,FIST_L
0.40667426586151123,0.7742330431938171,-2.0486533003349905e-07,0.4971069097518921,0.7960795164108276,-0.029859084635972977,0.5680379867553711,0.8089842796325684,-0.06271371245384216,0.615257203578949,0.8085117340087891,-0.09530609846115112,0.5921143293380737,0.806212306022644,-0.12438692152500153,0.5768026113510132,0.6145196557044983,-0.05495382472872734,0.5953271389007568,0.730381429195404,-0.09625978767871857,0.5666376948356628,0.7758116126060486,-0.11845768243074417,0.5527116060256958,0.7590381503105164,-0.1338050216436386,0.5198632478713989,0.5987715125083923,-0.06492260098457336,0.5409946441650391,0.7420670986175537,-0.10012931376695633,0.5157031416893005,0.7822285890579224,-0.10547304898500443,0.5099738240242004,0.7495876550674438,-0.11065865308046341,0.4634148180484772,0.6111137866973877,-0.07838466763496399,0.4844878315925598,0.7482728362083435,-0.10703648626804352,0.47064754366874695,0.7750248908996582,-0.09889457374811172,0.4628598093986511,0.7391006946563721,-0.09424825757741928,0.41354477405548096,0.6366536021232605,-0.09626913070678711,0.43253010511398315,0.7437502145767212,-0.11353566497564316,0.43115508556365967,0.7664783000946045,-0.10977470874786377,0.4260711073875427,0.7425358891487122,-0.10685605555772781,FIST_L
0.39653390645980835,0.7781016230583191,-3.40627053674325e-07,0.48419833183288574,0.797339677810669,-0.02053544670343399,0.5567080974578857,0.8034706115722656,-0.04303039610385895,0.6023179292678833,0.8032128810882568,-0.06621713936328888,0.5734009146690369,0.8041714429855347,-0.087049201130867,0.563679039478302,0.6116775870323181,-0.03556850552558899,0.575673520565033,0.7287768721580505,-0.07173964381217957,0.5469852089881897,0.7670034170150757,-0.09747365862131119,0.5347772836685181,0.7403983473777771,-0.11639170348644257,0.5060593485832214,0.5987662672996521,-0.04742080345749855,0.519867479801178,0.7410790920257568,-0.07618444412946701,0.4980301856994629,0.7730070948600769,-0.08698873966932297,0.4902193546295166,0.7392907738685608,-0.09768489003181458,0.4470631778240204,0.6109626293182373,-0.062028542160987854,0.4628472924232483,0.7462436556816101,-0.085490882396698,0.4490889310836792,0.7686449885368347,-0.08298306912183762,0.440704345703125,0.7286983132362366,-0.08292481303215027,0.3945167362689972,0.6353784203529358,-0.0801243707537651,0.4111064672470093,0.7375377416610718,-0.09314684569835663,0.40700986981391907,0.7578266263008118,-0.0897451639175415,0.39938884973526,0.7304548025131226,-0.08780831843614578,FIST_L
0.389917254447937,0.7805275917053223,-3.2182236964217736e-07,0.47694408893585205,0.8019187450408936,-0.021906549111008644,0.5486032366752625,0.8074484467506409,-0.04454765096306801,0.5929325819015503,0.8058884739875793,-0.06755860894918442,0.5684576034545898,0.8033334612846375,-0.08807752281427383,0.5557159185409546,0.6142102479934692,-0.03265717253088951,0.5678601861000061,0.7274477481842041,-0.06853587925434113,0.540278434753418,0.7625981569290161,-0.09584338217973709,0.5300143361091614,0.7347813248634338,-0.1161775290966034,0.4984596371650696,0.6010558605194092,-0.04330890625715256,0.5123724937438965,0.7391334176063538,-0.07113105803728104,0.49146583676338196,0.7692874670028687,-0.08335167914628983,0.48488396406173706,0.7344397306442261,-0.09549958258867264,0.44006258249282837,0.6130578517913818,-0.05712169408798218,0.45600199699401855,0.7463691234588623,-0.08000079542398453,0.4428784251213074,0.7669414281845093,-0.07861831784248352,0.4355001747608185,0.725351095199585,-0.07978510111570358,0.3882023096084595,0.6376487016677856,-0.07453165203332901,0.40522387623786926,0.7388960719108582,-0.08769143372774124,0.4002546966075897,0.7579724192619324,-0.08510288596153259,0.39206984639167786,0.729405403137207,-0.08396315574645996,FIST_L
